"studyName","studyYear","studyLoc","germplasmName","peaName","pea_type","observationLevel","observationUnitName","plotNumber","blockNumber","oat_yield","pea_yield","oat_fraction","location","management"
"SpringOatPeaIntercrop_2024_NY","2024","NY","IL17-7334","ND Dawn","field","plot","SpringOatPeaIntercrop_2024_NY_170",170,"4",40,7,0.851063829787234,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","IL15-5752","NDP150412G","field","plot","SpringOatPeaIntercrop_2024_NY_171",171,"4",23,6,0.793103448275862,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","IL15-5752",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_172",172,"4",37,NA,NA,"NY","monoculture"
"SpringOatPeaIntercrop_2024_NY","2024","NY","IL17-1253",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_173",173,"4",105,NA,NA,"NY","monoculture"
"SpringOatPeaIntercrop_2024_NY","2024","NY","IL17-1253","Maxum","forage","plot","SpringOatPeaIntercrop_2024_NY_174",174,"4",90,6,0.9375,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","MN18038X_008","NDP150231Y","field","plot","SpringOatPeaIntercrop_2024_NY_175",175,"4",114,2,0.982758620689655,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","MN18038X_008",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_176",176,"4",153,NA,NA,"NY","monoculture"
"SpringOatPeaIntercrop_2024_NY","2024","NY","SD190850","Icicle Winter Peas","forage","plot","SpringOatPeaIntercrop_2024_NY_177",177,"4",139,0,1,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","SD190850",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_178",178,"4",76,NA,NA,"NY","monoculture"
"SpringOatPeaIntercrop_2024_NY","2024","NY","SD190992",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_179",179,"4",114,NA,NA,"NY","monoculture"
"SpringOatPeaIntercrop_2024_NY","2024","NY","SD190992","Frostmaster Peas","forage","plot","SpringOatPeaIntercrop_2024_NY_180",180,"4",88,2,0.977777777777778,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","BAKER",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_181",181,"4",60,NA,NA,"NY","monoculture"
"SpringOatPeaIntercrop_2024_NY","2024","NY","BAKER","Icicle Winter Peas","forage","plot","SpringOatPeaIntercrop_2024_NY_182",182,"4",37,8,0.822222222222222,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","HAYDEN","delta field pea","field","plot","SpringOatPeaIntercrop_2024_NY_183",183,"4",84,0,1,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","HAYDEN",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_184",184,"4",115,NA,NA,"NY","monoculture"
"SpringOatPeaIntercrop_2024_NY","2024","NY","IL17-5238","ND Victory","field","plot","SpringOatPeaIntercrop_2024_NY_185",185,"4",76,7,0.91566265060241,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","IL17-5238",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_186",186,"4",70,NA,NA,"NY","monoculture"
"SpringOatPeaIntercrop_2024_NY","2024","NY","SD170935",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_187",187,"4",80,NA,NA,"NY","monoculture"
"SpringOatPeaIntercrop_2024_NY","2024","NY","SD170935","delta field pea","field","plot","SpringOatPeaIntercrop_2024_NY_188",188,"4",105,13,0.889830508474576,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","WI_X10680-3","AUSTRIAN FIELD PEAS","forage","plot","SpringOatPeaIntercrop_2024_NY_189",189,"4",118,13,0.900763358778626,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","WI_X10680-3",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_190",190,"4",137,NA,NA,"NY","monoculture"
"SpringOatPeaIntercrop_2024_NY","2024","NY","WI_X10642-3",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_191",191,"4",65,NA,NA,"NY","monoculture"
"SpringOatPeaIntercrop_2024_NY","2024","NY","WI_X10642-3","ND Dawn","field","plot","SpringOatPeaIntercrop_2024_NY_192",192,"4",45,4,0.918367346938776,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","NATTY","ND Victory","field","plot","SpringOatPeaIntercrop_2024_NY_193",193,"4",34,6,0.85,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","NATTY",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_194",194,"4",45,NA,NA,"NY","monoculture"
"SpringOatPeaIntercrop_2024_NY","2024","NY","OGLE","ND Dawn","field","plot","SpringOatPeaIntercrop_2024_NY_195",195,"4",89,9,0.908163265306122,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","OGLE",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_196",196,"4",98,NA,NA,"NY","monoculture"
"SpringOatPeaIntercrop_2024_NY","2024","NY","HORSEPOWER",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_197",197,"4",93,NA,NA,"NY","monoculture"
"SpringOatPeaIntercrop_2024_NY","2024","NY","HORSEPOWER","NDP150412G","field","plot","SpringOatPeaIntercrop_2024_NY_198",198,"4",94,1,0.989473684210526,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","CORRAL","AUSTRIAN FIELD PEAS","forage","plot","SpringOatPeaIntercrop_2024_NY_199",199,"4",143,0,1,"NY","intercrop"
"SpringOatPeaIntercrop_2024_NY","2024","NY","CORRAL",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_200",200,"4",94,NA,NA,"NY","monoculture"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","CORRAL","delta field pea","field","plot","iCrop-UIUC-23_M461_CORRALxdelta_field_101",101,"1",295.9059066,61.38296146,0.828197945843384,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","EXCEL","NDP150412G","field","plot","iCrop-UIUC-23_M461_EXCELxNDP150412G_102",102,"1",393.1511961,28.52306089,0.932357594951127,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","GOLIATH","Maxum","forage","plot","iCrop-UIUC-23_M461_GOLIATHxMaxum_103",103,"1",202.4970522,123.9335336,0.620337250885147,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","OGLE","ND Victory","field","plot","iCrop-UIUC-23_M461_OGLExND_Victory_104",104,"1",326.5973873,43.03479363,0.883574007215162,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","IL17-7334","DS Admiral","field","plot","iCrop-UIUC-23_M461_IL17-7334xDS_Admiral_105",105,"1",331.7682346,65.5529996,0.835012594451465,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","REINS","Maxum","forage","plot","iCrop-UIUC-23_M461_REINSxMaxum_106",106,"1",229.5188994,78.06311403,0.746203904579857,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","OGLE","ND Victory","field","plot","iCrop-UIUC-23_M461_OGLExND_Victory_107",107,"1",290.9018608,60.3821523,0.828110161441332,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","ESKER","DS Admiral","field","plot","iCrop-UIUC-23_M461_ESKERxDS_Admiral_108",108,"1",332.2686392,78.5635186,0.808769792947304,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","MN18015X_004","NDP150412G","field","plot","iCrop-UIUC-23_M461_MN18015X-004xNDP150412G_109",109,"1",315.5884866,48.0388394,0.867889908251835,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","NEWBURG","Frostmaster Peas","forage","plot","iCrop-UIUC-23_M461_NEWBURGxFrostmaster_110",110,"1",251.2030977,79.23072471,0.760222110036632,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","WI_X10710-7","Organic 4010","forage","plot","iCrop-UIUC-23_M461_WI-X10710-7xOrganic_4010_111",111,"1",275.3893189,40.19916769,0.872621564479869,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","A25","Organic 4010","forage","plot","iCrop-UIUC-23_M461_A25xOrganic_4010_112",112,"1",225.6824643,45.03641194,0.83364140481998,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SABER","NDP150231Y","field","plot","iCrop-UIUC-23_M461_SABERxNDP150231Y_113",113,"1",273.3877006,67.22101486,0.802644466189844,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD190850","NDP140510Y","field","plot","iCrop-UIUC-23_M461_SD190850xNDP140510Y_114",114,"1",275.8897235,74.72708351,0.786869647957667,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","IL17-7339","delta field pea","field","plot","iCrop-UIUC-23_M461_IL17-7339xdelta_field_115",115,"1",306.2476012,51.20806839,0.856742883813438,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD181245","AUSTRIAN FIELD PEAS","forage","plot","iCrop-UIUC-23_M461_SD181245xAUSTRIAN_FIELD_116",116,"1",287.0654257,81.39914454,0.779085559062081,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","COLT","Maxum","forage","plot","iCrop-UIUC-23_M461_COLTxMaxum_117",117,"1",200.8290369,127.6031672,0.611477907443121,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD181377","ND Dawn","field","plot","iCrop-UIUC-23_M461_SD181377xND_Dawn_118",118,"1",319.2581202,48.0388394,0.869209809271724,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD180580","NDP150231Y","field","plot","iCrop-UIUC-23_M461_SD180580xNDP150231Y_119",119,"1",258.3755633,51.87527449,0.832795698926967,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","DEON","Frostmaster Peas","forage","plot","iCrop-UIUC-23_M461_DEONxFrostmaster_120",120,"1",257.2079526,89.23881625,0.742416947497532,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","ND170307","NDP150412G","field","plot","iCrop-UIUC-23_M461_ND170307xNDP150412G_121",121,"1",267.0492426,76.39509877,0.77756192323548,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SPURS","Icicle Winter Peas","forage","plot","iCrop-UIUC-23_M461_SPURSxIcicle_Winter_122",122,"1",343.944746,25.35383191,0.931345980118616,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","NATTY","ND Victory","field","plot","iCrop-UIUC-23_M461_NATTYxND_Victory_123",123,"1",237.5253726,76.39509877,0.756641870354618,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","IL17-5238","delta field pea","field","plot","iCrop-UIUC-23_M461_IL17-5238xdelta_field_124",124,"1",342.2767307,62.88417519,0.844792095496319,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","MN18038X_008","Organic 4010","forage","plot","iCrop-UIUC-23_M461_MN18038X-008xOrganic_4010_125",125,"1",319.0913187,20.85019071,0.938665358207689,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","GOPHER","AUSTRIAN FIELD PEAS","forage","plot","iCrop-UIUC-23_M461_GOPHERxAUSTRIAN_FIELD_201",201,"2",238.0257772,46.20402262,0.837441314565677,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SADDLE","NDP140510Y","field","plot","iCrop-UIUC-23_M461_SADDLExNDP140510Y_202",202,"2",297.7407234,74.56028199,0.799731182804905,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","IL17-7334","delta field pea","field","plot","iCrop-UIUC-23_M461_IL17-7334xdelta_field_203",203,"2",322.0937461,86.40319031,0.788485095948727,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","MN18038X_008","delta field pea","field","plot","iCrop-UIUC-23_M461_MN18038X-008xdelta_field_204",204,"2",353.452433,65.71980113,0.843215280548334,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","A11","Icicle Winter Peas","forage","plot","iCrop-UIUC-23_M461_A11xIcicle_Winter_205",205,"2",238.8597848,78.89712166,0.751706036734305,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD181245","Icicle Winter Peas","forage","plot","iCrop-UIUC-23_M461_SD181245xIcicle_Winter_206",206,"2",423.0086692,21.01699224,0.952667167541982,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","OT3120","DS Admiral","field","plot","iCrop-UIUC-23_M461_OT3120xDS_Admiral_207",207,"2",289.4006471,79.06392318,0.785423268457213,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","IL17-5238","NDP150412G","field","plot","iCrop-UIUC-23_M461_IL17-5238xNDP150412G_208",208,"2",387.8135473,30.85828225,0.92629482073545,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","BAKER","NDP150231Y","field","plot","iCrop-UIUC-23_M461_BAKERxNDP150231Y_209",209,"2",311.4184485,61.88336603,0.834226988401025,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD190850","ND Dawn","field","plot","iCrop-UIUC-23_M461_SD190850xND_Dawn_210",210,"2",290.2346547,57.88012942,0.83373263055657,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD170935","AUSTRIAN FIELD PEAS","forage","plot","iCrop-UIUC-23_M461_SD170935xAUSTRIAN_FIELD_211",211,"2",203.1642583,99.24690779,0.671814671815183,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","HORSEPOWER","Maxum","forage","plot","iCrop-UIUC-23_M461_HORSEPOWERxMaxum_212",212,"2",243.5302275,95.4104727,0.718503936990451,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","LEGGETT","ND Dawn","field","plot","iCrop-UIUC-23_M461_LEGGETTxND_Dawn_213",213,"2",219.1772048,63.55138129,0.775221238966724,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","IL17-1253","NDP140510Y","field","plot","iCrop-UIUC-23_M461_IL17-1253xNDP140510Y_214",214,"2",289.4006471,65.05259502,0.816470588247641,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","OT2130","Frostmaster Peas","forage","plot","iCrop-UIUC-23_M461_OT2130xFrostmaster_215",215,"2",238.1925787,69.22263317,0.774823657069798,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","HAYDEN","delta field pea","field","plot","iCrop-UIUC-23_M461_HAYDENxdelta_field_216",216,"2",293.4038837,65.71980113,0.816999535519051,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","A10","ND Victory","field","plot","iCrop-UIUC-23_M461_A10xND_Victory_217",217,"2",139.279274,129.771587,0.517668939925823,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","CORRAL","Organic 4010","forage","plot","iCrop-UIUC-23_M461_CORRALxOrganic_4010_218",218,"2",344.1115475,31.52548836,0.916074600344388,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","ND170307","Organic 4010","forage","plot","iCrop-UIUC-23_M461_ND170307xOrganic_4010_219",219,"2",256.5407465,42.200786,0.858738135113503,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","WARRIOR","Icicle Winter Peas","forage","plot","iCrop-UIUC-23_M461_WARRIORxIcicle_Winter_220",220,"2",375.3034328,6.505259502,0.982961992135961,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","ND170376","NDP140510Y","field","plot","iCrop-UIUC-23_M461_ND170376xNDP140510Y_221",221,"2",208.0015025,92.90844982,0.691241685083259,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","OGLE","NDP150412G","field","plot","iCrop-UIUC-23_M461_OGLExNDP150412G_222",222,"2",297.5739218,35.86232803,0.89244622308377,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD190992","Frostmaster Peas","forage","plot","iCrop-UIUC-23_M461_SD190992xFrostmaster_223",223,"2",293.2370822,66.72061028,0.814643188147154,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","GOLIATH","ND Victory","field","plot","iCrop-UIUC-23_M461_GOLIATHxND_Victory_224",224,"2",272.2200899,44.53600736,0.859399684030568,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","BUCKSKIN","DS Admiral","field","plot","iCrop-UIUC-23_M461_BUCKSKINxDS_Admiral_225",225,"2",238.0257772,71.72465605,0.768443726462487,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","ND161488","NDP140510Y","field","plot","iCrop-UIUC-23_M461_ND161488xNDP140510Y_301",301,"3",294.2378913,68.88903011,0.810289389058492,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD170935","DS Admiral","field","plot","iCrop-UIUC-23_M461_SD170935xDS_Admiral_302",302,"3",249.701884,69.05583164,0.783359497663139,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SPURS","Maxum","forage","plot","iCrop-UIUC-23_M461_SPURSxMaxum_303",303,"3",220.0112124,122.0987168,0.64310092640246,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","IL15-5752","ND Victory","field","plot","iCrop-UIUC-23_M461_IL15-5752xND_Victory_304",304,"3",282.8953876,73.22586978,0.794379391113224,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","ESKER","NDP150231Y","field","plot","iCrop-UIUC-23_M461_ESKERxNDP150231Y_305",305,"3",346.1131658,73.22586978,0.825377883843513,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SADDLE","delta field pea","field","plot","iCrop-UIUC-23_M461_SADDLExdelta_field_306",306,"3",378.1390588,54.21049585,0.874614197546971,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","A25","DS Admiral","field","plot","iCrop-UIUC-23_M461_A25xDS_Admiral_307",307,"3",165.4671135,102.0825337,0.618453865410292,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD190992","NDP140510Y","field","plot","iCrop-UIUC-23_M461_SD190992xNDP140510Y_308",308,"3",282.5617845,62.71737366,0.818357487911456,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD180580","NDP150412G","field","plot","iCrop-UIUC-23_M461_SD180580xNDP150412G_309",309,"3",306.5812042,45.37001499,0.871090047380949,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","WI_X10642-3","ND Dawn","field","plot","iCrop-UIUC-23_M461_WI-X10642-3xND_Dawn_310",310,"3",281.0605708,56.37891569,0.832921403845039,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","WI_X10680-3","AUSTRIAN FIELD PEAS","forage","plot","iCrop-UIUC-23_M461_WI-X10680-3xAUSTRIAN_FIELD_311",311,"3",271.5528838,81.56594607,0.76901275386524,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","MN18038X_008","Organic 4010","forage","plot","iCrop-UIUC-23_M461_MN18038X-008xOrganic_4010_312",312,"3",316.0888912,20.85019071,0.938118811887873,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","LEGGETT","Frostmaster Peas","forage","plot","iCrop-UIUC-23_M461_LEGGETTxFrostmaster_313",313,"3",207.6678995,82.23315217,0.716340621407584,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","NEWBURG","ND Victory","field","plot","iCrop-UIUC-23_M461_NEWBURGxND_Victory_314",314,"3",258.8759679,51.37486992,0.834408602145963,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD181245","Maxum","forage","plot","iCrop-UIUC-23_M461_SD181245xMaxum_315",315,"3",219.8444109,128.1035717,0.631831256089599,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","IL17-1704","Icicle Winter Peas","forage","plot","iCrop-UIUC-23_M461_IL17-1704xIcicle_Winter_316",316,"3",315.2548836,19.34897698,0.942173479569361,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","WARRIOR","NDP150231Y","field","plot","iCrop-UIUC-23_M461_WARRIORxNDP150231Y_317",317,"3",327.4313949,59.7149462,0.845756139576751,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","COLT","Frostmaster Peas","forage","plot","iCrop-UIUC-23_M461_COLTxFrostmaster_318",318,"3",248.8678763,103.9173505,0.705437352230986,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","HAYDEN","AUSTRIAN FIELD PEAS","forage","plot","iCrop-UIUC-23_M461_HAYDENxAUSTRIAN_FIELD_319",319,"3",309.5836317,99.08010627,0.757551020400852,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","ND170376","Icicle Winter Peas","forage","plot","iCrop-UIUC-23_M461_ND170376xIcicle_Winter_320",320,"3",264.2136167,30.85828225,0.895421141898609,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD191467","ND Dawn","field","plot","iCrop-UIUC-23_M461_SD191467xND_Dawn_321",321,"3",386.6459366,65.05259502,0.855982274755928,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","RUSHMORE","Organic 4010","forage","plot","iCrop-UIUC-23_M461_RUSHMORExOrganic_4010_322",322,"3",330.1002194,54.87770196,0.857452339692273,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD181237","NDP150231Y","field","plot","iCrop-UIUC-23_M461_SD181237xNDP150231Y_323",323,"3",214.0063575,113.591839,0.653258655836343,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","A10","Icicle Winter Peas","forage","plot","iCrop-UIUC-23_M461_A10xIcicle_Winter_324",324,"3",189.9869378,71.55785453,0.726403061240413,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SABER","AUSTRIAN FIELD PEAS","forage","plot","iCrop-UIUC-23_M461_SABERxAUSTRIAN_FIELD_325",325,"3",296.9067157,81.39914454,0.784832451476274,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","NATTY","DS Admiral","field","plot","iCrop-UIUC-23_M461_NATTYxDS_Admiral_401",401,"4",244.5310367,81.56594607,0.749872122774195,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","WI_X10680-3","NDP150231Y","field","plot","iCrop-UIUC-23_M461_WI-X10680-3xNDP150231Y_402",402,"4",257.3747542,103.2501444,0.713691026879085,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","IL17-1253","AUSTRIAN FIELD PEAS","forage","plot","iCrop-UIUC-23_M461_IL17-1253xAUSTRIAN_FIELD_403",403,"4",275.2225174,110.2558085,0.713976633465503,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD191467","AUSTRIAN FIELD PEAS","forage","plot","iCrop-UIUC-23_M461_SD191467xAUSTRIAN_FIELD_404",404,"4",270.3852732,118.0954802,0.696006869924898,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","OT2130","ND Victory","field","plot","iCrop-UIUC-23_M461_OT2130xND_Victory_405",405,"4",292.9034791,66.05340418,0.81598513009019,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","SD181377","Maxum","forage","plot","iCrop-UIUC-23_M461_SD181377xMaxum_406",406,"4",297.9075249,133.6080221,0.690374951658463,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","OT3120","NDP140510Y","field","plot","iCrop-UIUC-23_M461_OT3120xNDP140510Y_407",407,"4",297.7407234,103.0833429,0.742821473142667,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","WI_X10710-7","delta field pea","field","plot","iCrop-UIUC-23_M461_WI-X10710-7xdelta_field_408",408,"4",301.5771585,72.22506063,0.806782686314439,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","BAKER","NDP150412G","field","plot","iCrop-UIUC-23_M461_BAKERxNDP150412G_409",409,"4",331.7682346,36.02912955,0.902040816324866,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","A11","Frostmaster Peas","forage","plot","iCrop-UIUC-23_M461_A11xFrostmaster_410",410,"4",169.6371516,157.6274418,0.518348623777521,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","ND161488","Icicle Winter Peas","forage","plot","iCrop-UIUC-23_M461_ND161488xIcicle_Winter_411",411,"4",363.627326,18.1813663,0.952380952380952,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","IL17-1704","ND Victory","field","plot","iCrop-UIUC-23_M461_IL17-1704xND_Victory_412",412,"4",299.7423417,80.23153386,0.788849868318563,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","IL15-5752","Maxum","forage","plot","iCrop-UIUC-23_M461_IL15-5752xMaxum_413",413,"4",196.3253957,150.9553808,0.56532180582705,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","DEON","NDP150231Y","field","plot","iCrop-UIUC-23_M461_DEONxNDP150231Y_414",414,"4",270.0516701,95.91087728,0.737921604364585,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","BUCKSKIN","Organic 4010","forage","plot","iCrop-UIUC-23_M461_BUCKSKINxOrganic_4010_415",415,"4",308.2492195,35.86232803,0.895782840513733,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","REINS","Organic 4010","forage","plot","iCrop-UIUC-23_M461_REINSxOrganic_4010_416",416,"4",350.7836085,56.37891569,0.861532158928038,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","IL17-7339","NDP140510Y","field","plot","iCrop-UIUC-23_M461_IL17-7339xNDP140510Y_417",417,"4",353.786036,83.0671598,0.809851088194786,"IL","intercrop"
"Illinois_OatPeaIntercropPilot_2023_Urbana","2023","IL","MN18015X_004","Frostmaster Peas","forage","plot","iCrop-UIUC-23_M461_MN18015X-004xFrostmaster_418",418,"4",304.4127844,106.5861749,0.740665584454194,"IL","intercrop"
