studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,germplasmEntryNumber,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Biomass_Time,Biomass_1_oat_g,Biomass_2_oat_g,Biomass_3_oat_g,Biomass_4_oat_g,Grain weight - g|CO_350:0005123,oat_grain_yield,Lodging,Biomass_1_pea_g,Biomass_2_pea_g,Biomass_3_pea_g,Biomass_4_pea_g,Pea grain weight - g|COMP:0000009,pea_grain_yield,Pea plant establishment - plants/ft2|COMP:0000052,Pea plant height - cm|day 151|COMP:0000087,Pea plant height - cm|day 176|COMP:0000088,Pea plant height - cm|day 196|COMP:0000089,Pea plant height - cm|day 214|COMP:0000090,Plant establishment - plants/ft2|CO_350:0005124,Plant height - cm|day 151|COMP:0000075,Plant height - cm|day 176|COMP:0000076,Plant height - cm|day 196|COMP:0000077,Plant height - cm|day 214|COMP:0000078,Biomass_1_weed_g,Biomass_2_weed_g,Biomass_3_weed_g,Biomass_4_weed_g,notes,AUSTRIAN FIELD PEAS,DS Admiral,Frostmaster Peas,Icicle Winter Peas,Maxum,ND Dawn,ND Victory,NDP140510Y,NDP150231Y,NDP150412G,Organic 4010,delta field pea,peaName,pea_type
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",97939,SABER,"CV-377,IL02-8658",NA,subplot,714563,SpringOatPeaIntercrop_2024_NY_109_subplot_2,1,3,109,1,19,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,14,22,90,93,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",97939,SABER,"CV-377,IL02-8658",NA,subplot,714565,SpringOatPeaIntercrop_2024_NY_109_subplot_3,1,3,109,1,19,test,NA,2,NA,296.3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,25,30,88,94,97,NA,61.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",97939,SABER,"CV-377,IL02-8658",NA,plot,711233,SpringOatPeaIntercrop_2024_NY_110,1,3,110,1,20,test,NA,,NA,99.7,285.1,NA,105,47,0,NA,8.6,21,NA,19,9,4.333333333,16.66666667,66.33333333,63,64.33333333,23.66666667,24,90,99.66666667,98.66666667,NA,112.1,153.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,delta field pea,delta field pea,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",97939,SABER,"CV-377,IL02-8658",NA,subplot,713756,SpringOatPeaIntercrop_2024_NY_110_subplot_1,1,3,110,1,20,test,NA,3,NA,NA,285.1,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,5,17,66,67,81,34,27,94,103,96,NA,NA,153.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,delta field pea,delta field pea,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",97939,SABER,"CV-377,IL02-8658",NA,subplot,713758,SpringOatPeaIntercrop_2024_NY_110_subplot_2,1,3,110,1,20,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,63,74,54,28,24,88,97,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,delta field pea,delta field pea,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",97939,SABER,"CV-377,IL02-8658",NA,subplot,713761,SpringOatPeaIntercrop_2024_NY_110_subplot_3,1,3,110,1,20,test,NA,2,NA,99.7,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,0,16,70,48,58,9,21,88,99,105,NA,112.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,delta field pea,delta field pea,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,plot,711278,SpringOatPeaIntercrop_2024_NY_111,1,3,111,2,20,test,NA,,45.7,NA,NA,168.3,157,54,0,0,NA,NA,0,1,NA,0,5,0,0,0,22,23,78.66666667,84,87.33333333,4.4,NA,NA,243.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,subplot,714077,SpringOatPeaIntercrop_2024_NY_111_subplot_1,1,3,111,2,20,test,NA,1,45.7,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,15,0,0,0,20,22,78,82,89,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,subplot,714078,SpringOatPeaIntercrop_2024_NY_111_subplot_2,1,3,111,2,20,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,32,25,81,84,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,subplot,714079,SpringOatPeaIntercrop_2024_NY_111_subplot_3,1,3,111,2,20,test,NA,4,NA,NA,NA,168.3,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,14,22,77,86,86,NA,NA,NA,243.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,plot,711306,SpringOatPeaIntercrop_2024_NY_112,1,3,112,2,19,test,NA,,38.5,NA,NA,189.5,54,20,1,3.3,NA,NA,39,30,11,5.666666667,19,85,92,103.6666667,27.33333333,21.33333333,80,83,88,7.7,NA,NA,117.6,NA,NA,NA,Frostmaster Peas,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frostmaster Peas,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,subplot,714131,SpringOatPeaIntercrop_2024_NY_112_subplot_1,1,3,112,2,19,test,NA,1,38.5,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,4,19,91,104,107,24,19,86,83,95,7.7,NA,NA,NA,NA,NA,NA,Frostmaster Peas,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frostmaster Peas,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,subplot,714132,SpringOatPeaIntercrop_2024_NY_112_subplot_2,1,3,112,2,19,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,19,84,82,100,30,24,79,82,85,NA,NA,NA,NA,NA,NA,NA,Frostmaster Peas,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frostmaster Peas,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",499632,A11,A11,NA,subplot,714133,SpringOatPeaIntercrop_2024_NY_112_subplot_3,1,3,112,2,19,test,NA,4,NA,NA,NA,189.5,NA,NA,NA,NA,NA,NA,39,NA,NA,7,19,80,90,104,28,21,75,84,84,NA,NA,NA,117.6,NA,NA,NA,Frostmaster Peas,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frostmaster Peas,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510817,OT2130,OT2130,NA,plot,711226,SpringOatPeaIntercrop_2024_NY_113,1,3,113,2,18,test,NA,,15.2,NA,NA,237.1,210,72,3,5.8,NA,NA,70.7,82,28,7.666666667,18.33333333,79,83.66666667,92.66666667,13.66666667,24.33333333,78.33333333,95,101,12.5,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic 4010,NA,Organic 4010,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510817,OT2130,OT2130,NA,subplot,713823,SpringOatPeaIntercrop_2024_NY_113_subplot_1,1,3,113,2,18,test,NA,4,NA,NA,NA,237.1,NA,NA,NA,NA,NA,NA,70.7,NA,NA,8,21,86,92,97,13,29,77,91,96,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic 4010,NA,Organic 4010,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510817,OT2130,OT2130,NA,subplot,713825,SpringOatPeaIntercrop_2024_NY_113_subplot_2,1,3,113,2,18,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,15,88,88,94,21,25,86,94,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic 4010,NA,Organic 4010,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510817,OT2130,OT2130,NA,subplot,713827,SpringOatPeaIntercrop_2024_NY_113_subplot_3,1,3,113,2,18,test,NA,1,15.2,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,1,19,63,71,87,7,19,72,100,101,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic 4010,NA,Organic 4010,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510817,OT2130,OT2130,NA,plot,711331,SpringOatPeaIntercrop_2024_NY_114,1,3,114,2,17,test,NA,,17.2,NA,NA,306.5,271,105,2,0,NA,NA,0,1,NA,0,0,0,0,0,19,22.66666667,92,104,104,8.3,NA,NA,271.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510817,OT2130,OT2130,NA,subplot,714378,SpringOatPeaIntercrop_2024_NY_114_subplot_1,1,3,114,2,17,test,NA,4,NA,NA,NA,306.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,17,21,97,105,102,NA,NA,NA,271.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510817,OT2130,OT2130,NA,subplot,714380,SpringOatPeaIntercrop_2024_NY_114_subplot_2,1,3,114,2,17,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,21,24,93,103,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510817,OT2130,OT2130,NA,subplot,714382,SpringOatPeaIntercrop_2024_NY_114_subplot_3,1,3,114,2,17,test,NA,1,17.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,19,23,86,104,103,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531142,SD191467,NA,NA,plot,711210,SpringOatPeaIntercrop_2024_NY_115,1,3,115,2,16,test,NA,,35.7,NA,NA,227.6,168,63,0,0,NA,NA,0,5,NA,0,0,0,0,0,16.33333333,23.66666667,90,100.6666667,102,19.3,NA,NA,164.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531142,SD191467,NA,NA,subplot,713627,SpringOatPeaIntercrop_2024_NY_115_subplot_1,1,3,115,2,16,test,NA,1,35.7,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,13,27,87,99,100,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531142,SD191467,NA,NA,subplot,713629,SpringOatPeaIntercrop_2024_NY_115_subplot_2,1,3,115,2,16,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,18,23,95,102,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531142,SD191467,NA,NA,subplot,713631,SpringOatPeaIntercrop_2024_NY_115_subplot_3,1,3,115,2,16,test,NA,4,NA,NA,NA,227.6,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,18,21,88,101,99,NA,NA,NA,164.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531142,SD191467,NA,NA,plot,711259,SpringOatPeaIntercrop_2024_NY_116,1,3,116,2,15,test,NA,,12.6,NA,NA,160.2,78,32,2,7.1,NA,NA,125.4,53,22,7.333333333,18.33333333,87,80.66666667,91,20,24.33333333,95,97,107,4.8,NA,NA,130.6,NA,NA,NA,NA,NA,Maxum,NA,NA,NA,NA,NA,NA,NA,Maxum,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531142,SD191467,NA,NA,subplot,714008,SpringOatPeaIntercrop_2024_NY_116_subplot_1,1,3,116,2,15,test,NA,1,12.6,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,8,18,87,92,107,9,21,97,98,103,4.8,NA,NA,NA,NA,NA,NA,NA,NA,Maxum,NA,NA,NA,NA,NA,NA,NA,Maxum,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531142,SD191467,NA,NA,subplot,714010,SpringOatPeaIntercrop_2024_NY_116_subplot_2,1,3,116,2,15,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,15,94,81,74,35,23,102,95,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maxum,NA,NA,NA,NA,NA,NA,NA,Maxum,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",531142,SD191467,NA,NA,subplot,714012,SpringOatPeaIntercrop_2024_NY_116_subplot_3,1,3,116,2,15,test,NA,4,NA,NA,NA,160.2,NA,NA,NA,NA,NA,NA,125.4,NA,NA,9,22,80,69,92,16,29,86,98,103,NA,NA,NA,130.6,NA,NA,NA,NA,NA,Maxum,NA,NA,NA,NA,NA,NA,NA,Maxum,forage
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",99318,DEON,NA,NA,plot,711269,SpringOatPeaIntercrop_2024_NY_117,1,3,117,2,14,test,NA,,23.2,NA,NA,398.7,286,120,2,0,NA,NA,0,2,NA,3,0,0,0,0,25.66666667,23.66666667,94.33333333,115.6666667,118.6666667,28.9,NA,NA,223.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",99318,DEON,NA,NA,subplot,713925,SpringOatPeaIntercrop_2024_NY_117_subplot_1,1,3,117,2,14,test,NA,4,NA,NA,NA,398.7,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,36,22,93,116,114,NA,NA,NA,223.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",99318,DEON,NA,NA,subplot,713927,SpringOatPeaIntercrop_2024_NY_117_subplot_2,1,3,117,2,14,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,26,27,102,120,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",99318,DEON,NA,NA,subplot,713929,SpringOatPeaIntercrop_2024_NY_117_subplot_3,1,3,117,2,14,test,NA,1,23.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,9,0,0,0,0,15,22,88,111,118,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",99318,DEON,NA,NA,plot,711195,SpringOatPeaIntercrop_2024_NY_118,1,3,118,2,13,test,NA,,23.4,NA,NA,227.5,253,96,3,8.8,NA,NA,202.2,30,11,6.333333333,17.66666667,71.66666667,80.66666667,82.66666667,23.66666667,27,94,116,118.6666667,9.1,NA,NA,47.8,NA,NA,NA,NA,NA,NA,NA,ND Victory,NA,NA,NA,NA,NA,ND Victory,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",99318,DEON,NA,NA,subplot,713685,SpringOatPeaIntercrop_2024_NY_118_subplot_1,1,3,118,2,13,test,NA,4,NA,NA,NA,227.5,NA,NA,NA,NA,NA,NA,202.2,NA,NA,7,18,74,95,95,10,24,94,115,120,NA,NA,NA,47.8,NA,NA,NA,NA,NA,NA,NA,ND Victory,NA,NA,NA,NA,NA,ND Victory,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",99318,DEON,NA,NA,subplot,713687,SpringOatPeaIntercrop_2024_NY_118_subplot_2,1,3,118,2,13,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18,65,73,82,38,26,90,118,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND Victory,NA,NA,NA,NA,NA,ND Victory,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",99318,DEON,NA,NA,subplot,713689,SpringOatPeaIntercrop_2024_NY_118_subplot_3,1,3,118,2,13,test,NA,1,23.4,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,10,17,76,74,71,23,31,98,115,118,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND Victory,NA,NA,NA,NA,NA,ND Victory,field
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510800,SD170935,SD170935,NA,plot,711363,SpringOatPeaIntercrop_2024_NY_119,1,3,119,2,12,test,NA,,20.4,NA,537.7,NA,161,68,4,0,NA,0,NA,1,NA,0,0,0,0,0,18,24.33333333,98,134.3333333,131.3333333,6.5,NA,110.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510800,SD170935,SD170935,NA,subplot,714455,SpringOatPeaIntercrop_2024_NY_119_subplot_1,1,3,119,2,12,test,NA,3,NA,NA,537.7,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,27,28,104,135,132,NA,NA,110.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
2024,5055,Intercropping Cooperative,Oat breeding programs collaborating on oat intercropping trials,6669,SpringOatPeaIntercrop_2024_NY,Oat breeding programs collaborating on oat intercropping trials,Augmented,1.26,NA,NA,NA,NA,2024-May-03,2024-August-12,82,"Ithaca, NY",510800,SD170935,SD170935,NA,subplot,714457,SpringOatPeaIntercrop_2024_NY_119_subplot_2,1,3,119,2,12,test,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,15,23,94,135,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monoculture
