"","studyName","studyYear","studyLoc","germplasmName","peaName","pea_type","observationLevel","observationUnitName","plotNumber","blockNumber","Biomass_1_oat_g","Biomass_2_oat_g","Biomass_3_oat_g","Biomass_4_oat_g","oat_yield","Lodging","Biomass_1_pea_g","Biomass_2_pea_g","Biomass_3_pea_g","Biomass_4_pea_g","pea_yield","oat_fraction","location"
"825","SpringOatPeaIntercrop_2024_NY",2024,"NY","BAKER","Icicle Winter Peas","forage","subplot","SpringOatPeaIntercrop_2024_NY_182_subplot_1",182,4,47.8,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,"NY"
"826","SpringOatPeaIntercrop_2024_NY",2024,"NY","BAKER","Icicle Winter Peas","forage","subplot","SpringOatPeaIntercrop_2024_NY_182_subplot_2",182,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"827","SpringOatPeaIntercrop_2024_NY",2024,"NY","BAKER","Icicle Winter Peas","forage","subplot","SpringOatPeaIntercrop_2024_NY_182_subplot_3",182,4,NA,NA,NA,308.4,NA,NA,NA,NA,NA,6.2,NA,NA,"NY"
"828","SpringOatPeaIntercrop_2024_NY",2024,"NY","HAYDEN","delta field pea","field","plot","SpringOatPeaIntercrop_2024_NY_183",183,4,NA,178.8,NA,471.5,84,9,NA,34.8,NA,9,0,1,"NY"
"829","SpringOatPeaIntercrop_2024_NY",2024,"NY","HAYDEN","delta field pea","field","subplot","SpringOatPeaIntercrop_2024_NY_183_subplot_1",183,4,NA,178.8,NA,NA,NA,NA,NA,34.8,NA,NA,NA,NA,"NY"
"830","SpringOatPeaIntercrop_2024_NY",2024,"NY","HAYDEN","delta field pea","field","subplot","SpringOatPeaIntercrop_2024_NY_183_subplot_2",183,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"831","SpringOatPeaIntercrop_2024_NY",2024,"NY","HAYDEN","delta field pea","field","subplot","SpringOatPeaIntercrop_2024_NY_183_subplot_3",183,4,NA,NA,NA,471.5,NA,NA,NA,NA,NA,9,NA,NA,"NY"
"832","SpringOatPeaIntercrop_2024_NY",2024,"NY","HAYDEN",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_184",184,4,NA,267.2,NA,395.7,115,8,NA,0,NA,0,NA,NA,"NY"
"833","SpringOatPeaIntercrop_2024_NY",2024,"NY","HAYDEN",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_184_subplot_1",184,4,NA,267.2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"NY"
"834","SpringOatPeaIntercrop_2024_NY",2024,"NY","HAYDEN",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_184_subplot_2",184,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"835","SpringOatPeaIntercrop_2024_NY",2024,"NY","HAYDEN",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_184_subplot_3",184,4,NA,NA,NA,395.7,NA,NA,NA,NA,NA,0,NA,NA,"NY"
"836","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL17-5238","ND Victory","field","plot","SpringOatPeaIntercrop_2024_NY_185",185,4,NA,174.5,NA,244.7,76,4,NA,26.9,NA,74.6,7,0.91566265060241,"NY"
"837","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL17-5238","ND Victory","field","subplot","SpringOatPeaIntercrop_2024_NY_185_subplot_1",185,4,NA,174.5,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,"NY"
"838","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL17-5238","ND Victory","field","subplot","SpringOatPeaIntercrop_2024_NY_185_subplot_2",185,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"839","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL17-5238","ND Victory","field","subplot","SpringOatPeaIntercrop_2024_NY_185_subplot_3",185,4,NA,NA,NA,244.7,NA,NA,NA,NA,NA,74.6,NA,NA,"NY"
"840","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL17-5238",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_186",186,4,NA,217.8,NA,245.9,70,0,NA,3.4,NA,0,NA,NA,"NY"
"841","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL17-5238",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_186_subplot_1",186,4,NA,217.8,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,"NY"
"842","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL17-5238",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_186_subplot_2",186,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"843","SpringOatPeaIntercrop_2024_NY",2024,"NY","IL17-5238",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_186_subplot_3",186,4,NA,NA,NA,245.9,NA,NA,NA,NA,NA,0,NA,NA,"NY"
"844","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD170935",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_187",187,4,31,NA,NA,301.9,80,2,0,NA,NA,0,NA,NA,"NY"
"845","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD170935",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_187_subplot_1",187,4,NA,NA,NA,301.9,NA,NA,NA,NA,NA,0,NA,NA,"NY"
"846","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD170935",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_187_subplot_2",187,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"847","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD170935",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_187_subplot_3",187,4,31,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"NY"
"848","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD170935","delta field pea","field","plot","SpringOatPeaIntercrop_2024_NY_188",188,4,15.8,NA,NA,322.1,105,2,3.4,NA,NA,20.3,13,0.889830508474576,"NY"
"849","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD170935","delta field pea","field","subplot","SpringOatPeaIntercrop_2024_NY_188_subplot_1",188,4,NA,NA,NA,322.1,NA,NA,NA,NA,NA,20.3,NA,NA,"NY"
"850","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD170935","delta field pea","field","subplot","SpringOatPeaIntercrop_2024_NY_188_subplot_2",188,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"851","SpringOatPeaIntercrop_2024_NY",2024,"NY","SD170935","delta field pea","field","subplot","SpringOatPeaIntercrop_2024_NY_188_subplot_3",188,4,15.8,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,"NY"
"852","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10680-3","AUSTRIAN FIELD PEAS","forage","plot","SpringOatPeaIntercrop_2024_NY_189",189,4,NA,183.5,214.8,NA,118,1,NA,21.3,30.1,NA,13,0.900763358778626,"NY"
"853","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10680-3","AUSTRIAN FIELD PEAS","forage","subplot","SpringOatPeaIntercrop_2024_NY_189_subplot_1",189,4,NA,NA,214.8,NA,NA,NA,NA,NA,30.1,NA,NA,NA,"NY"
"854","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10680-3","AUSTRIAN FIELD PEAS","forage","subplot","SpringOatPeaIntercrop_2024_NY_189_subplot_2",189,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"855","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10680-3","AUSTRIAN FIELD PEAS","forage","subplot","SpringOatPeaIntercrop_2024_NY_189_subplot_3",189,4,NA,183.5,NA,NA,NA,NA,NA,21.3,NA,NA,NA,NA,"NY"
"856","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10680-3",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_190",190,4,NA,134.1,319.5,NA,137,1,NA,0,0,NA,NA,NA,"NY"
"857","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10680-3",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_190_subplot_1",190,4,NA,NA,319.5,NA,NA,NA,NA,NA,0,NA,NA,NA,"NY"
"858","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10680-3",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_190_subplot_2",190,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"859","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10680-3",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_190_subplot_3",190,4,NA,134.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"NY"
"860","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10642-3",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_191",191,4,NA,208.3,NA,133.4,65,1,NA,0,NA,0,NA,NA,"NY"
"861","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10642-3",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_191_subplot_1",191,4,NA,208.3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"NY"
"862","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10642-3",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_191_subplot_2",191,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"863","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10642-3",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_191_subplot_3",191,4,NA,NA,NA,133.4,NA,NA,NA,NA,NA,0,NA,NA,"NY"
"864","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10642-3","ND Dawn","field","plot","SpringOatPeaIntercrop_2024_NY_192",192,4,NA,108.9,NA,212.6,45,1,NA,25.2,NA,23.1,4,0.918367346938776,"NY"
"865","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10642-3","ND Dawn","field","subplot","SpringOatPeaIntercrop_2024_NY_192_subplot_1",192,4,NA,108.9,NA,NA,NA,NA,NA,25.2,NA,NA,NA,NA,"NY"
"866","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10642-3","ND Dawn","field","subplot","SpringOatPeaIntercrop_2024_NY_192_subplot_2",192,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"867","SpringOatPeaIntercrop_2024_NY",2024,"NY","WI_X10642-3","ND Dawn","field","subplot","SpringOatPeaIntercrop_2024_NY_192_subplot_3",192,4,NA,NA,NA,212.6,NA,NA,NA,NA,NA,23.1,NA,NA,"NY"
"868","SpringOatPeaIntercrop_2024_NY",2024,"NY","NATTY","ND Victory","field","plot","SpringOatPeaIntercrop_2024_NY_193",193,4,NA,175.6,NA,150.9,34,2,NA,35.2,NA,3.9,6,0.85,"NY"
"869","SpringOatPeaIntercrop_2024_NY",2024,"NY","NATTY","ND Victory","field","subplot","SpringOatPeaIntercrop_2024_NY_193_subplot_1",193,4,NA,175.6,NA,NA,NA,NA,NA,35.2,NA,NA,NA,NA,"NY"
"870","SpringOatPeaIntercrop_2024_NY",2024,"NY","NATTY","ND Victory","field","subplot","SpringOatPeaIntercrop_2024_NY_193_subplot_2",193,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"871","SpringOatPeaIntercrop_2024_NY",2024,"NY","NATTY","ND Victory","field","subplot","SpringOatPeaIntercrop_2024_NY_193_subplot_3",193,4,NA,NA,NA,150.9,NA,NA,NA,NA,NA,3.9,NA,NA,"NY"
"872","SpringOatPeaIntercrop_2024_NY",2024,"NY","NATTY",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_194",194,4,NA,170.8,NA,262.8,45,3,NA,0,NA,0,NA,NA,"NY"
"873","SpringOatPeaIntercrop_2024_NY",2024,"NY","NATTY",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_194_subplot_1",194,4,NA,170.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"NY"
"874","SpringOatPeaIntercrop_2024_NY",2024,"NY","NATTY",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_194_subplot_2",194,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"875","SpringOatPeaIntercrop_2024_NY",2024,"NY","NATTY",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_194_subplot_3",194,4,NA,NA,NA,262.8,NA,NA,NA,NA,NA,0,NA,NA,"NY"
"876","SpringOatPeaIntercrop_2024_NY",2024,"NY","OGLE","ND Dawn","field","plot","SpringOatPeaIntercrop_2024_NY_195",195,4,NA,103.1,295.5,NA,89,2,NA,9.9,37.4,NA,9,0.908163265306122,"NY"
"877","SpringOatPeaIntercrop_2024_NY",2024,"NY","OGLE","ND Dawn","field","subplot","SpringOatPeaIntercrop_2024_NY_195_subplot_1",195,4,NA,NA,295.5,NA,NA,NA,NA,NA,37.4,NA,NA,NA,"NY"
"878","SpringOatPeaIntercrop_2024_NY",2024,"NY","OGLE","ND Dawn","field","subplot","SpringOatPeaIntercrop_2024_NY_195_subplot_2",195,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"879","SpringOatPeaIntercrop_2024_NY",2024,"NY","OGLE","ND Dawn","field","subplot","SpringOatPeaIntercrop_2024_NY_195_subplot_3",195,4,NA,103.1,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,"NY"
"880","SpringOatPeaIntercrop_2024_NY",2024,"NY","OGLE",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_196",196,4,NA,197.4,277.9,NA,98,4,NA,0,0,NA,NA,NA,"NY"
"881","SpringOatPeaIntercrop_2024_NY",2024,"NY","OGLE",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_196_subplot_1",196,4,NA,NA,277.9,NA,NA,NA,NA,NA,0,NA,NA,NA,"NY"
"882","SpringOatPeaIntercrop_2024_NY",2024,"NY","OGLE",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_196_subplot_2",196,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"883","SpringOatPeaIntercrop_2024_NY",2024,"NY","OGLE",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_196_subplot_3",196,4,NA,197.4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"NY"
"884","SpringOatPeaIntercrop_2024_NY",2024,"NY","HORSEPOWER",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_197",197,4,NA,370.7,323.2,NA,93,7,NA,0,0,NA,NA,NA,"NY"
"885","SpringOatPeaIntercrop_2024_NY",2024,"NY","HORSEPOWER",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_197_subplot_1",197,4,NA,370.7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"NY"
"886","SpringOatPeaIntercrop_2024_NY",2024,"NY","HORSEPOWER",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_197_subplot_2",197,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"887","SpringOatPeaIntercrop_2024_NY",2024,"NY","HORSEPOWER",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_197_subplot_3",197,4,NA,NA,323.2,NA,NA,NA,NA,NA,0,NA,NA,NA,"NY"
"888","SpringOatPeaIntercrop_2024_NY",2024,"NY","HORSEPOWER","NDP150412G","field","plot","SpringOatPeaIntercrop_2024_NY_198",198,4,NA,260.7,385.1,NA,94,5,NA,4.7,0,NA,1,0.989473684210526,"NY"
"889","SpringOatPeaIntercrop_2024_NY",2024,"NY","HORSEPOWER","NDP150412G","field","subplot","SpringOatPeaIntercrop_2024_NY_198_subplot_1",198,4,NA,260.7,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,"NY"
"890","SpringOatPeaIntercrop_2024_NY",2024,"NY","HORSEPOWER","NDP150412G","field","subplot","SpringOatPeaIntercrop_2024_NY_198_subplot_2",198,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"891","SpringOatPeaIntercrop_2024_NY",2024,"NY","HORSEPOWER","NDP150412G","field","subplot","SpringOatPeaIntercrop_2024_NY_198_subplot_3",198,4,NA,NA,385.1,NA,NA,NA,NA,NA,0,NA,NA,NA,"NY"
"892","SpringOatPeaIntercrop_2024_NY",2024,"NY","CORRAL","AUSTRIAN FIELD PEAS","forage","plot","SpringOatPeaIntercrop_2024_NY_199",199,4,42.1,NA,231.7,NA,143,6,5.9,NA,0,NA,0,1,"NY"
"893","SpringOatPeaIntercrop_2024_NY",2024,"NY","CORRAL","AUSTRIAN FIELD PEAS","forage","subplot","SpringOatPeaIntercrop_2024_NY_199_subplot_1",199,4,42.1,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,"NY"
"894","SpringOatPeaIntercrop_2024_NY",2024,"NY","CORRAL","AUSTRIAN FIELD PEAS","forage","subplot","SpringOatPeaIntercrop_2024_NY_199_subplot_2",199,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"895","SpringOatPeaIntercrop_2024_NY",2024,"NY","CORRAL","AUSTRIAN FIELD PEAS","forage","subplot","SpringOatPeaIntercrop_2024_NY_199_subplot_3",199,4,NA,NA,231.7,NA,NA,NA,NA,NA,0,NA,NA,NA,"NY"
"896","SpringOatPeaIntercrop_2024_NY",2024,"NY","CORRAL",NA,"monoculture","plot","SpringOatPeaIntercrop_2024_NY_200",200,4,48.3,NA,309.4,NA,94,7,0,NA,0,NA,NA,NA,"NY"
"897","SpringOatPeaIntercrop_2024_NY",2024,"NY","CORRAL",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_200_subplot_1",200,4,48.3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"NY"
"898","SpringOatPeaIntercrop_2024_NY",2024,"NY","CORRAL",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_200_subplot_2",200,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY"
"899","SpringOatPeaIntercrop_2024_NY",2024,"NY","CORRAL",NA,"monoculture","subplot","SpringOatPeaIntercrop_2024_NY_200_subplot_3",200,4,NA,NA,309.4,NA,NA,NA,NA,NA,0,NA,NA,NA,"NY"
"900","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","CORRAL","delta field pea","field","plot","iCrop-UIUC-23_M461_CORRALxdelta_field_101",101,1,NA,NA,NA,NA,295.9059066,NA,NA,NA,NA,NA,61.38296146,0.828197945843384,"IL"
"901","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","EXCEL","NDP150412G","field","plot","iCrop-UIUC-23_M461_EXCELxNDP150412G_102",102,1,NA,NA,NA,NA,393.1511961,NA,NA,NA,NA,NA,28.52306089,0.932357594951127,"IL"
"902","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","GOLIATH","Maxum","forage","plot","iCrop-UIUC-23_M461_GOLIATHxMaxum_103",103,1,NA,NA,NA,NA,202.4970522,NA,NA,NA,NA,NA,123.9335336,0.620337250885147,"IL"
"903","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","OGLE","ND Victory","field","plot","iCrop-UIUC-23_M461_OGLExND_Victory_104",104,1,NA,NA,NA,NA,326.5973873,NA,NA,NA,NA,NA,43.03479363,0.883574007215162,"IL"
"904","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","IL17-7334","DS Admiral","field","plot","iCrop-UIUC-23_M461_IL17-7334xDS_Admiral_105",105,1,NA,NA,NA,NA,331.7682346,NA,NA,NA,NA,NA,65.5529996,0.835012594451465,"IL"
"905","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","REINS","Maxum","forage","plot","iCrop-UIUC-23_M461_REINSxMaxum_106",106,1,NA,NA,NA,NA,229.5188994,NA,NA,NA,NA,NA,78.06311403,0.746203904579857,"IL"
"906","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","OGLE","ND Victory","field","plot","iCrop-UIUC-23_M461_OGLExND_Victory_107",107,1,NA,NA,NA,NA,290.9018608,NA,NA,NA,NA,NA,60.3821523,0.828110161441332,"IL"
"907","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","ESKER","DS Admiral","field","plot","iCrop-UIUC-23_M461_ESKERxDS_Admiral_108",108,1,NA,NA,NA,NA,332.2686392,NA,NA,NA,NA,NA,78.5635186,0.808769792947304,"IL"
"908","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","MN18015X_004","NDP150412G","field","plot","iCrop-UIUC-23_M461_MN18015X-004xNDP150412G_109",109,1,NA,NA,NA,NA,315.5884866,NA,NA,NA,NA,NA,48.0388394,0.867889908251835,"IL"
"909","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","NEWBURG","Frostmaster Peas","forage","plot","iCrop-UIUC-23_M461_NEWBURGxFrostmaster_110",110,1,NA,NA,NA,NA,251.2030977,NA,NA,NA,NA,NA,79.23072471,0.760222110036632,"IL"
"910","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","WI_X10710-7","Organic 4010","forage","plot","iCrop-UIUC-23_M461_WI-X10710-7xOrganic_4010_111",111,1,NA,NA,NA,NA,275.3893189,NA,NA,NA,NA,NA,40.19916769,0.872621564479869,"IL"
"911","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","A25","Organic 4010","forage","plot","iCrop-UIUC-23_M461_A25xOrganic_4010_112",112,1,NA,NA,NA,NA,225.6824643,NA,NA,NA,NA,NA,45.03641194,0.83364140481998,"IL"
"912","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","SABER","NDP150231Y","field","plot","iCrop-UIUC-23_M461_SABERxNDP150231Y_113",113,1,NA,NA,NA,NA,273.3877006,NA,NA,NA,NA,NA,67.22101486,0.802644466189844,"IL"
"913","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","SD190850","NDP140510Y","field","plot","iCrop-UIUC-23_M461_SD190850xNDP140510Y_114",114,1,NA,NA,NA,NA,275.8897235,NA,NA,NA,NA,NA,74.72708351,0.786869647957667,"IL"
"914","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","IL17-7339","delta field pea","field","plot","iCrop-UIUC-23_M461_IL17-7339xdelta_field_115",115,1,NA,NA,NA,NA,306.2476012,NA,NA,NA,NA,NA,51.20806839,0.856742883813438,"IL"
"915","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","SD181245","AUSTRIAN FIELD PEAS","forage","plot","iCrop-UIUC-23_M461_SD181245xAUSTRIAN_FIELD_116",116,1,NA,NA,NA,NA,287.0654257,NA,NA,NA,NA,NA,81.39914454,0.779085559062081,"IL"
"916","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","COLT","Maxum","forage","plot","iCrop-UIUC-23_M461_COLTxMaxum_117",117,1,NA,NA,NA,NA,200.8290369,NA,NA,NA,NA,NA,127.6031672,0.611477907443121,"IL"
"917","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","SD181377","ND Dawn","field","plot","iCrop-UIUC-23_M461_SD181377xND_Dawn_118",118,1,NA,NA,NA,NA,319.2581202,NA,NA,NA,NA,NA,48.0388394,0.869209809271724,"IL"
"918","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","SD180580","NDP150231Y","field","plot","iCrop-UIUC-23_M461_SD180580xNDP150231Y_119",119,1,NA,NA,NA,NA,258.3755633,NA,NA,NA,NA,NA,51.87527449,0.832795698926967,"IL"
"919","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","DEON","Frostmaster Peas","forage","plot","iCrop-UIUC-23_M461_DEONxFrostmaster_120",120,1,NA,NA,NA,NA,257.2079526,NA,NA,NA,NA,NA,89.23881625,0.742416947497532,"IL"
"920","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","ND170307","NDP150412G","field","plot","iCrop-UIUC-23_M461_ND170307xNDP150412G_121",121,1,NA,NA,NA,NA,267.0492426,NA,NA,NA,NA,NA,76.39509877,0.77756192323548,"IL"
"921","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","SPURS","Icicle Winter Peas","forage","plot","iCrop-UIUC-23_M461_SPURSxIcicle_Winter_122",122,1,NA,NA,NA,NA,343.944746,NA,NA,NA,NA,NA,25.35383191,0.931345980118616,"IL"
"922","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","NATTY","ND Victory","field","plot","iCrop-UIUC-23_M461_NATTYxND_Victory_123",123,1,NA,NA,NA,NA,237.5253726,NA,NA,NA,NA,NA,76.39509877,0.756641870354618,"IL"
"923","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","IL17-5238","delta field pea","field","plot","iCrop-UIUC-23_M461_IL17-5238xdelta_field_124",124,1,NA,NA,NA,NA,342.2767307,NA,NA,NA,NA,NA,62.88417519,0.844792095496319,"IL"
"924","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","MN18038X_008","Organic 4010","forage","plot","iCrop-UIUC-23_M461_MN18038X-008xOrganic_4010_125",125,1,NA,NA,NA,NA,319.0913187,NA,NA,NA,NA,NA,20.85019071,0.938665358207689,"IL"
"925","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","GOPHER","AUSTRIAN FIELD PEAS","forage","plot","iCrop-UIUC-23_M461_GOPHERxAUSTRIAN_FIELD_201",201,2,NA,NA,NA,NA,238.0257772,NA,NA,NA,NA,NA,46.20402262,0.837441314565677,"IL"
"926","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","SADDLE","NDP140510Y","field","plot","iCrop-UIUC-23_M461_SADDLExNDP140510Y_202",202,2,NA,NA,NA,NA,297.7407234,NA,NA,NA,NA,NA,74.56028199,0.799731182804905,"IL"
"927","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","IL17-7334","delta field pea","field","plot","iCrop-UIUC-23_M461_IL17-7334xdelta_field_203",203,2,NA,NA,NA,NA,322.0937461,NA,NA,NA,NA,NA,86.40319031,0.788485095948727,"IL"
"928","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","MN18038X_008","delta field pea","field","plot","iCrop-UIUC-23_M461_MN18038X-008xdelta_field_204",204,2,NA,NA,NA,NA,353.452433,NA,NA,NA,NA,NA,65.71980113,0.843215280548334,"IL"
"929","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","A11","Icicle Winter Peas","forage","plot","iCrop-UIUC-23_M461_A11xIcicle_Winter_205",205,2,NA,NA,NA,NA,238.8597848,NA,NA,NA,NA,NA,78.89712166,0.751706036734305,"IL"
"930","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","SD181245","Icicle Winter Peas","forage","plot","iCrop-UIUC-23_M461_SD181245xIcicle_Winter_206",206,2,NA,NA,NA,NA,423.0086692,NA,NA,NA,NA,NA,21.01699224,0.952667167541982,"IL"
"931","Illinois_OatPeaIntercropPilot_2023_Urbana",2023,"IL","OT3120","DS Admiral","field","plot","iCrop-UIUC-23_M461_OT3120xDS_Admiral_207",207,2,NA,NA,NA,NA,289.4006471,NA,NA,NA,NA,NA,79.06392318,0.785423268457213,"IL"
